revision,code,name
198012,110000,北京市
198012,110101,东城区
198012,110102,西城区
198012,110103,崇文区
198012,110104,宣武区
198012,110105,朝阳区
198012,110106,丰台区
198012,110107,石景山区
198012,110108,海淀区
198012,110109,门头沟区
198012,110110,燕山区
198012,110201,昌平县
198012,110202,顺义县
198012,110203,通县
198012,110204,大兴县
198012,110205,房山县
198012,110206,平谷县
198012,110207,怀柔县
198012,110208,密云县
198012,110209,延庆县
198012,120000,天津市
198012,120101,和平区
198012,120102,河东区
198012,120103,河西区
198012,120104,南开区
198012,120105,河北区
198012,120106,红桥区
198012,120107,塘沽区
198012,120108,汉沽区
198012,120109,大港区
198012,120110,东郊区
198012,120111,西郊区
198012,120112,南郊区
198012,120113,北郊区
198012,120201,宁河县
198012,120202,武清县
198012,120203,静海县
198012,120204,宝坻县
198012,120205,蓟县
198012,130000,河北省
198012,130100,石家庄市
198012,130102,长安区
198012,130103,桥东区
198012,130104,桥西区
198012,130105,新华区
198012,130106,郊区
198012,130107,井陉矿区
198012,130200,唐山市
198012,130202,路南区
198012,130203,路北区
198012,130204,东矿区
198012,130205,开平区
198012,130206,新区
198012,132100,邯郸地区
198012,132101,邯郸市
198012,132102,邯山区
198012,132103,丛台区
198012,132104,复兴区
198012,132105,郊区
198012,132106,峰峰矿区
198012,132121,大名县
198012,132122,魏县
198012,132123,曲周县
198012,132124,丘县
198012,132125,鸡泽县
198012,132126,肥乡县
198012,132127,广平县
198012,132128,成安县
198012,132129,临漳县
198012,132130,磁县
198012,132131,武安县
198012,132132,涉县
198012,132133,永年县
198012,132134,邯郸县
198012,132135,馆陶县
198012,132200,邢台地区
198012,132201,邢台市
198012,132202,桥东区
198012,132203,桥西区
198012,132204,郊区
198012,132221,邢台县
198012,132222,沙河县
198012,132223,临城县
198012,132224,内丘县
198012,132225,柏乡县
198012,132226,隆尧县
198012,132227,任县
198012,132228,南和县
198012,132229,宁晋县
198012,132230,南宫县
198012,132231,巨鹿县
198012,132232,新河县
198012,132233,广宗县
198012,132234,平乡县
198012,132235,威县
198012,132236,清河县
198012,132237,临西县
198012,132300,石家庄地区
198012,132321,束鹿县
198012,132322,晋县
198012,132323,深泽县
198012,132324,无极县
198012,132325,藁城县
198012,132326,赵县
198012,132327,栾城县
198012,132328,正定县
198012,132329,新乐县
198012,132330,高邑县
198012,132331,元氏县
198012,132332,赞皇县
198012,132333,井陉县
198012,132334,获鹿县
198012,132335,平山县
198012,132336,灵寿县
198012,132337,行唐县
198012,132400,保定地区
198012,132401,保定市
198012,132402,新市区
198012,132403,北市区
198012,132404,南市区
198012,132405,郊区
198012,132421,易县
198012,132422,满城县
198012,132423,徐水县
198012,132424,涞源县
198012,132425,定兴县
198012,132426,完县
198012,132427,唐县
198012,132428,望都县
198012,132429,涞水县
198012,132430,涿县
198012,132431,清苑县
198012,132432,高阳县
198012,132433,安新县
198012,132434,雄县
198012,132435,容城县
198012,132436,新城县
198012,132437,曲阳县
198012,132438,阜平县
198012,132439,定县
198012,132440,安国县
198012,132441,博野县
198012,132442,蠡县
