revision,code,name
200712,110000,北京市
200712,110101,东城区
200712,110102,西城区
200712,110103,崇文区
200712,110104,宣武区
200712,110105,朝阳区
200712,110106,丰台区
200712,110107,石景山区
200712,110108,海淀区
200712,110109,门头沟区
200712,110111,房山区
200712,110112,通州区
200712,110113,顺义区
200712,110114,昌平区
200712,110115,大兴区
200712,110116,怀柔区
200712,110117,平谷区
200712,110228,密云县
200712,110229,延庆县
200712,120000,天津市
200712,120101,和平区
200712,120102,河东区
200712,120103,河西区
200712,120104,南开区
200712,120105,河北区
200712,120106,红桥区
200712,120107,塘沽区
200712,120108,汉沽区
200712,120109,大港区
200712,120110,东丽区
200712,120111,西青区
200712,120112,津南区
200712,120113,北辰区
200712,120114,武清区
200712,120115,宝坻区
200712,120221,宁河县
200712,120223,静海县
200712,120225,蓟县
200712,130000,河北省
200712,130100,石家庄市
200712,130102,长安区
200712,130103,桥东区
200712,130104,桥西区
200712,130105,新华区
200712,130107,井陉矿区
200712,130108,裕华区
200712,130121,井陉县
200712,130123,正定县
200712,130124,栾城县
200712,130125,行唐县
200712,130126,灵寿县
200712,130127,高邑县
200712,130128,深泽县
200712,130129,赞皇县
200712,130130,无极县
200712,130131,平山县
200712,130132,元氏县
200712,130133,赵县
200712,130181,辛集市
200712,130182,藁城市
200712,130183,晋州市
200712,130184,新乐市
200712,130185,鹿泉市
200712,130200,唐山市
200712,130202,路南区
200712,130203,路北区
200712,130204,古冶区
200712,130205,开平区
200712,130207,丰南区
200712,130208,丰润区
200712,130223,滦县
200712,130224,滦南县
200712,130225,乐亭县
200712,130227,迁西县
200712,130229,玉田县
200712,130230,唐海县
200712,130281,遵化市
200712,130283,迁安市
200712,130300,秦皇岛市
200712,130302,海港区
200712,130303,山海关区
200712,130304,北戴河区
200712,130321,青龙满族自治县
200712,130322,昌黎县
200712,130323,抚宁县
200712,130324,卢龙县
200712,130400,邯郸市
200712,130402,邯山区
200712,130403,丛台区
200712,130404,复兴区
200712,130406,峰峰矿区
200712,130421,邯郸县
200712,130423,临漳县
200712,130424,成安县
200712,130425,大名县
200712,130426,涉县
200712,130427,磁县
200712,130428,肥乡县
200712,130429,永年县
200712,130430,邱县
200712,130431,鸡泽县
200712,130432,广平县
200712,130433,馆陶县
200712,130434,魏县
200712,130435,曲周县
200712,130481,武安市
200712,130500,邢台市
200712,130502,桥东区
200712,130503,桥西区
200712,130521,邢台县
200712,130522,临城县
200712,130523,内丘县
200712,130524,柏乡县
200712,130525,隆尧县
200712,130526,任县
200712,130527,南和县
200712,130528,宁晋县
200712,130529,巨鹿县
200712,130530,新河县
200712,130531,广宗县
200712,130532,平乡县
200712,130533,威县
200712,130534,清河县
200712,130535,临西县
200712,130581,南宫市
200712,130582,沙河市
200712,130600,保定市
200712,130602,新市区
200712,130603,北市区
200712,130604,南市区
200712,130621,满城县
200712,130622,清苑县
200712,130623,涞水县
200712,130624,阜平县
200712,130625,徐水县
200712,130626,定兴县
200712,130627,唐县
200712,130628,高阳县
200712,130629,容城县
200712,130630,涞源县
200712,130631,望都县
200712,130632,安新县
200712,130633,易县
200712,130634,曲阳县
200712,130635,蠡县
200712,130636,顺平县
200712,130637,博野县
200712,130638,雄县
200712,130681,涿州市
200712,130682,定州市
200712,130683,安国市
200712,130684,高碑店市
200712,130700,张家口市
200712,130702,桥东区
200712,130703,桥西区
200712,130705,宣化区
200712,130706,下花园区
200712,130721,宣化县
200712,130722,张北县
200712,130723,康保县
200712,130724,沽源县
200712,130725,尚义县
200712,130726,蔚县
200712,130727,阳原县
200712,130728,怀安县
200712,130729,万全县
200712,130730,怀来县
200712,130731,涿鹿县
200712,130732,赤城县
200712,130733,崇礼县
200712,130800,承德市
200712,130802,双桥区
200712,130803,双滦区
200712,130804,鹰手营子矿区
200712,130821,承德县
200712,130822,兴隆县
200712,130823,平泉县
200712,130824,滦平县
200712,130825,隆化县
200712,130826,丰宁满族自治县
200712,130827,宽城满族自治县
200712,130828,围场满族蒙古族自治县
200712,130900,沧州市
200712,130902,新华区
200712,130903,运河区
200712,130921,沧县
200712,130922,青县
200712,130923,东光县
200712,130924,海兴县
200712,130925,盐山县
200712,130926,肃宁县
200712,130927,南皮县
200712,130928,吴桥县
200712,130929,献县
200712,130930,孟村回族自治县
200712,130981,泊头市
200712,130982,任丘市
200712,130983,黄骅市
200712,130984,河间市
200712,131000,廊坊市
200712,131002,安次区
200712,131003,广阳区
200712,131022,固安县
200712,131023,永清县
200712,131024,香河县
200712,131025,大城县
200712,131026,文安县
200712,131028,大厂回族自治县
200712,131081,霸州市
200712,131082,三河市
200712,131100,衡水市
200712,131102,桃城区
200712,131121,枣强县
200712,131122,武邑县
200712,131123,武强县
200712,131124,饶阳县
200712,131125,安平县
200712,131126,故城县
200712,131127,景县
200712,131128,阜城县
200712,131181,冀州市
200712,131182,深州市
200712,140000,山西省
200712,140100,太原市
200712,140105,小店区
200712,140106,迎泽区
200712,140107,杏花岭区
200712,140108,尖草坪区
200712,140109,万柏林区
200712,140110,晋源区
200712,140121,清徐县
200712,140122,阳曲县
200712,140123,娄烦县
200712,140181,古交市
200712,140200,大同市
200712,140202,城区
200712,140203,矿区
200712,140211,南郊区
200712,140212,新荣区
200712,140221,阳高县
200712,140222,天镇县
200712,140223,广灵县
200712,140224,灵丘县
200712,140225,浑源县
200712,140226,左云县
200712,140227,大同县
200712,140300,阳泉市
200712,140302,城区
200712,140303,矿区
200712,140311,郊区
200712,140321,平定县
200712,140322,盂县
200712,140400,长治市
200712,140402,城区
200712,140411,郊区
200712,140421,长治县
200712,140423,襄垣县
200712,140424,屯留县
200712,140425,平顺县
200712,140426,黎城县
200712,140427,壶关县
200712,140428,长子县
200712,140429,武乡县
200712,140430,沁县
200712,140431,沁源县
200712,140481,潞城市
200712,140500,晋城市
200712,140502,城区
200712,140521,沁水县
200712,140522,阳城县
200712,140524,陵川县
200712,140525,泽州县
200712,140581,高平市
200712,140600,朔州市
200712,140602,朔城区
200712,140603,平鲁区
200712,140621,山阴县
200712,140622,应县
200712,140623,右玉县
200712,140624,怀仁县
200712,140700,晋中市
200712,140702,榆次区
200712,140721,榆社县
200712,140722,左权县
200712,140723,和顺县
200712,140724,昔阳县
200712,140725,寿阳县
200712,140726,太谷县
200712,140727,祁县
200712,140728,平遥县
200712,140729,灵石县
200712,140781,介休市
200712,140800,运城市
200712,140802,盐湖区
200712,140821,临猗县
200712,140822,万荣县
200712,140823,闻喜县
200712,140824,稷山县
200712,140825,新绛县
200712,140826,绛县
200712,140827,垣曲县
200712,140828,夏县
200712,140829,平陆县
200712,140830,芮城县
200712,140881,永济市
200712,140882,河津市
200712,140900,忻州市
200712,140902,忻府区
200712,140921,定襄县
200712,140922,五台县
200712,140923,代县
200712,140924,繁峙县
200712,140925,宁武县
200712,140926,静乐县
200712,140927,神池县
200712,140928,五寨县
200712,140929,岢岚县
200712,140930,河曲县
200712,140931,保德县
200712,140932,偏关县
200712,140981,原平市
200712,141000,临汾市
200712,141002,尧都区
200712,141021,曲沃县
200712,141022,翼城县
200712,141023,襄汾县
200712,141024,洪洞县
200712,141025,古县
200712,141026,安泽县
200712,141027,浮山县
200712,141028,吉县
200712,141029,乡宁县
200712,141030,大宁县
200712,141031,隰县
200712,141032,永和县
200712,141033,蒲县
200712,141034,汾西县
200712,141081,侯马市
200712,141082,霍州市
200712,141100,吕梁市
200712,141102,离石区
200712,141121,文水县
200712,141122,交城县
200712,141123,兴县
200712,141124,临县
200712,141125,柳林县
200712,141126,石楼县
200712,141127,岚县
200712,141128,方山县
200712,141129,中阳县
200712,141130,交口县
200712,141181,孝义市
200712,141182,汾阳市
200712,150000,内蒙古自治区
200712,150100,呼和浩特市
200712,150102,新城区
200712,150103,回民区
200712,150104,玉泉区
200712,150105,赛罕区
200712,150121,土默特左旗
200712,150122,托克托县
200712,150123,和林格尔县
200712,150124,清水河县
200712,150125,武川县
200712,150200,包头市
200712,150202,东河区
200712,150203,昆都仑区
200712,150204,青山区
200712,150205,石拐区
200712,150206,白云鄂博矿区
200712,150207,九原区
200712,150221,土默特右旗
200712,150222,固阳县
200712,150223,达尔罕茂明安联合旗
200712,150300,乌海市
200712,150302,海勃湾区
200712,150303,海南区
200712,150304,乌达区
200712,150400,赤峰市
200712,150402,红山区
200712,150403,元宝山区
200712,150404,松山区
200712,150421,阿鲁科尔沁旗
200712,150422,巴林左旗
200712,150423,巴林右旗
200712,150424,林西县
200712,150425,克什克腾旗
200712,150426,翁牛特旗
200712,150428,喀喇沁旗
200712,150429,宁城县
200712,150430,敖汉旗
200712,150500,通辽市
200712,150502,科尔沁区
200712,150521,科尔沁左翼中旗
200712,150522,科尔沁左翼后旗
200712,150523,开鲁县
200712,150524,库伦旗
200712,150525,奈曼旗
200712,150526,扎鲁特旗
200712,150581,霍林郭勒市
200712,150600,鄂尔多斯市
200712,150602,东胜区
200712,150621,达拉特旗
200712,150622,准格尔旗
200712,150623,鄂托克前旗
200712,150624,鄂托克旗
200712,150625,杭锦旗
200712,150626,乌审旗
200712,150627,伊金霍洛旗
200712,150700,呼伦贝尔市
200712,150702,海拉尔区
200712,150721,阿荣旗
200712,150722,莫力达瓦达斡尔族自治旗
200712,150723,鄂伦春自治旗
200712,150724,鄂温克族自治旗
200712,150725,陈巴尔虎旗
200712,150726,新巴尔虎左旗
200712,150727,新巴尔虎右旗
200712,150781,满洲里市
200712,150782,牙克石市
200712,150783,扎兰屯市
200712,150784,额尔古纳市
200712,150785,根河市
200712,150800,巴彦淖尔市
200712,150802,临河区
200712,150821,五原县
200712,150822,磴口县
200712,150823,乌拉特前旗
200712,150824,乌拉特中旗
200712,150825,乌拉特后旗
200712,150826,杭锦后旗
200712,150900,乌兰察布市
200712,150902,集宁区
200712,150921,卓资县
200712,150922,化德县
200712,150923,商都县
200712,150924,兴和县
200712,150925,凉城县
200712,150926,察哈尔右翼前旗
200712,150927,察哈尔右翼中旗
200712,150928,察哈尔右翼后旗
200712,150929,四子王旗
200712,150981,丰镇市
200712,152200,兴安盟
200712,152201,乌兰浩特市
200712,152202,阿尔山市
200712,152221,科尔沁右翼前旗
200712,152222,科尔沁右翼中旗
200712,152223,扎赉特旗
200712,152224,突泉县
200712,152500,锡林郭勒盟
200712,152501,二连浩特市
200712,152502,锡林浩特市
200712,152522,阿巴嘎旗
200712,152523,苏尼特左旗
200712,152524,苏尼特右旗
200712,152525,东乌珠穆沁旗
200712,152526,西乌珠穆沁旗
200712,152527,太仆寺旗
200712,152528,镶黄旗
200712,152529,正镶白旗
200712,152530,正蓝旗
200712,152531,多伦县
200712,152900,阿拉善盟
200712,152921,阿拉善左旗
200712,152922,阿拉善右旗
200712,152923,额济纳旗
200712,210000,辽宁省
200712,210100,沈阳市
200712,210102,和平区
200712,210103,沈河区
200712,210104,大东区
200712,210105,皇姑区
200712,210106,铁西区
200712,210111,苏家屯区
200712,210112,东陵区
200712,210113,沈北新区
200712,210114,于洪区
200712,210122,辽中县
200712,210123,康平县
200712,210124,法库县
200712,210181,新民市
200712,210200,大连市
200712,210202,中山区
200712,210203,西岗区
200712,210204,沙河口区
200712,210211,甘井子区
200712,210212,旅顺口区
200712,210213,金州区
200712,210224,长海县
200712,210281,瓦房店市
200712,210282,普兰店市
200712,210283,庄河市
200712,210300,鞍山市
200712,210302,铁东区
200712,210303,铁西区
200712,210304,立山区
200712,210311,千山区
200712,210321,台安县
200712,210323,岫岩满族自治县
200712,210381,海城市
200712,210400,抚顺市
200712,210402,新抚区
200712,210403,东洲区
200712,210404,望花区
200712,210411,顺城区
200712,210421,抚顺县
200712,210422,新宾满族自治县
200712,210423,清原满族自治县
200712,210500,本溪市
200712,210502,平山区
200712,210503,溪湖区
200712,210504,明山区
200712,210505,南芬区
200712,210521,本溪满族自治县
200712,210522,桓仁满族自治县
200712,210600,丹东市
200712,210602,元宝区
200712,210603,振兴区
200712,210604,振安区
200712,210624,宽甸满族自治县
200712,210681,东港市
200712,210682,凤城市
200712,210700,锦州市
200712,210702,古塔区
200712,210703,凌河区
200712,210711,太和区
200712,210726,黑山县
200712,210727,义县
200712,210781,凌海市
200712,210782,北镇市
200712,210800,营口市
200712,210802,站前区
200712,210803,西市区
200712,210804,鲅鱼圈区
200712,210811,老边区
200712,210881,盖州市
200712,210882,大石桥市
200712,210900,阜新市
200712,210902,海州区
200712,210903,新邱区
200712,210904,太平区
200712,210905,清河门区
200712,210911,细河区
200712,210921,阜新蒙古族自治县
200712,210922,彰武县
200712,211000,辽阳市
200712,211002,白塔区
200712,211003,文圣区
200712,211004,宏伟区
200712,211005,弓长岭区
200712,211011,太子河区
200712,211021,辽阳县
200712,211081,灯塔市
200712,211100,盘锦市
200712,211102,双台子区
200712,211103,兴隆台区
200712,211121,大洼县
200712,211122,盘山县
